OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0073469048365950584" 
0, mujets, up_GluonSplitting, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.016857413575053215" 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0084287067875266075" 
0, mujets, up_GluonSplitting, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.012783467769622803" 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0063917338848114014" 
0, mujets, up_GluonSplitting, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.050745431333780289" 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.025372715666890144" 
0, mujets, up_GluonSplitting, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.050750408321619034" 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.025375204160809517" 
0, mujets, up_GluonSplitting, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.020902032032608986" 
0, mujets, up_GluonSplitting, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.010451016016304493" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IFSR, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.01136039849370718" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00568019924685359" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.012776008807122707" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0063880044035613537" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.022125864401459694" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.011062932200729847" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.032834660261869431" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.016417330130934715" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.018634062260389328" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.009317031130194664" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.027479952201247215" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.013739976100623608" 
0, mujets, up_IP-bias, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.021159714087843895" 
0, mujets, up_IP-bias, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.010579857043921947" 
0, mujets, up_JER, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00015199593326542526" 
0, mujets, up_JER, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+7.5997966632712632e-05" 
0, mujets, up_JER, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_JER, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_JER, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+9.4246279331855476e-05" 
0, mujets, up_JER, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+4.7123139665927738e-05" 
0, mujets, up_JER, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00078676576958969235" 
0, mujets, up_JER, 0, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00039338288479484618" 
0, mujets, up_JER, 1, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0023869206197559834" 
0, mujets, up_JER, 0, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0011934603098779917" 
0, mujets, up_JER, 1, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0017247239593416452" 
0, mujets, up_JER, 0, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00086236197967082262" 
0, mujets, up_JER, 1, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0018050309736281633" 
0, mujets, up_JER, 0, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00090251548681408167" 
0, mujets, up_JER, 1, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00084127369336783886" 
0, mujets, up_JER, 0, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00042063684668391943" 
0, mujets, up_JER, 1, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00070831854827702045" 
0, mujets, up_JER, 0, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00035415927413851023" 
0, mujets, up_JER, 1, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00068382889730855823" 
0, mujets, up_JER, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00034191444865427911" 
0, mujets, up_JER, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00091917318059131503" 
0, mujets, up_JER, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00045958659029565752" 
0, mujets, up_JER, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00079327949788421392" 
0, mujets, up_JER, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00039663974894210696" 
0, mujets, up_JER, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0040324586443603039" 
0, mujets, up_JER, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0020162293221801519" 
0, mujets, up_JER, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0021483432501554489" 
0, mujets, up_JER, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0010741716250777245" 
0, mujets, up_JER, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0023304659407585859" 
0, mujets, up_JER, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.001165232970379293" 
0, mujets, up_JES, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0025839307345449924" 
0, mujets, up_JES, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0012919653672724962" 
0, mujets, up_JES, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0037015983834862709" 
0, mujets, up_JES, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0018507991917431355" 
0, mujets, up_JES, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+9.4246279331855476e-05" 
0, mujets, up_JES, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+4.7123139665927738e-05" 
0, mujets, up_JES, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0023602971341460943" 
0, mujets, up_JES, 0, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0011801485670730472" 
0, mujets, up_JES, 1, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0015912805683910847" 
0, mujets, up_JES, 0, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00079564028419554234" 
0, mujets, up_JES, 1, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0034494479186832905" 
0, mujets, up_JES, 0, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0017247239593416452" 
0, mujets, up_JES, 1, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0045125777833163738" 
0, mujets, up_JES, 0, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0022562888916581869" 
0, mujets, up_JES, 1, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0033650947734713554" 
0, mujets, up_JES, 0, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0016825473867356777" 
0, mujets, up_JES, 1, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0028332741931080818" 
0, mujets, up_JES, 0, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0014166370965540409" 
0, mujets, up_JES, 1, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00068382889730855823" 
0, mujets, up_JES, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00034191444865427911" 
0, mujets, up_JES, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0027575192507356405" 
0, mujets, up_JES, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0013787596253678203" 
0, mujets, up_JES, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00099159928504377604" 
0, mujets, up_JES, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.00049579964252188802" 
0, mujets, up_JES, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0048389504663646221" 
0, mujets, up_JES, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0024194752331823111" 
0, mujets, up_JES, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0042966865003108978" 
0, mujets, up_JES, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0021483432501554489" 
0, mujets, up_JES, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0023304659407585859" 
0, mujets, up_JES, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.001165232970379293" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.030417114496231079" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.01520855724811554" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.014755814336240292" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0073779071681201458" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.017485622316598892" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0087428111582994461" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.019328732043504715" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0096643660217523575" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0050080055370926857" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 60, 70, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0025040027685463428" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0031569958664476871" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 70, 80, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0015784979332238436" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0037599920760840178" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 80, 100, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0018799960380420089" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0058238510973751545" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 100, 120, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0029119255486875772" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0090488502755761147" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 120, 160, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0045244251377880573" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0089643737301230431" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 160, 210, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0044821868650615215" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.015524765476584435" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 210, 260, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0077623827382922173" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.023038662970066071" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 260, 320, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.011519331485033035" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.031094962731003761" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 320, 400, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.015547481365501881" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.04585624486207962" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 400, 500, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.02292812243103981" 
0, mujets, up_JetAway, 1, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0353095643222332" 
0, mujets, up_JetAway, 0, -2.4, 2.4, 500, 670, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0.0176547821611166" 
0, mujets, up_KT, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 1, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 0, -2.4, 2.4, 30, 40, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 1, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 0, -2.4, 2.4, 40, 50, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
0, mujets, up_KT, 1, -2.4, 2.4, 50, 60, 0, 1, "(0.989727*((1.+(0.00121759*x))/(1.+(0.00128185*x))))+0" 
