OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 160, 210, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.0091192098334431648" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 210, 260, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.020132800564169884" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 210, 260, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.010066400282084942" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 260, 320, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.0240595992654562" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 260, 320, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.0120297996327281" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 320, 400, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.030366400256752968" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 320, 400, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.015183200128376484" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 400, 500, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.029287600889801979" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 400, 500, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.01464380044490099" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 500, 600, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.022664597257971764" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 500, 600, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.011332298628985882" 
0, mujets, down_GluonSplitting, 1, -2.4, 2.4, 600, 800, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.0086629940196871758" 
0, mujets, down_GluonSplitting, 0, -2.4, 2.4, 600, 800, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0.0043314970098435879" 
0, mujets, down_IFSR, 1, -2.4, 2.4, 20, 30, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 0, -2.4, 2.4, 20, 30, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 1, -2.4, 2.4, 30, 40, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 0, -2.4, 2.4, 30, 40, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 1, -2.4, 2.4, 40, 50, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 0, -2.4, 2.4, 40, 50, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
0, mujets, down_IFSR, 1, -2.4, 2.4, 50, 60, 0, 1, "(1.00572*((1.+(0.013676*x))/(1.+(0.0143279*x))))-0" 
